"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At","Artist Genres","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature","Album Genres","Label","Copyrights"
"spotify:track:6jxSnB1k1naHtdJNCdzZqk","Bridge Back to Your Heart","spotify:artist:6xqpdCiMM646Q6nAD5n3vO","The Beach","spotify:album:0nB2e6ErWY7Lpyup9izYVA","Bridge Back to Your Heart","spotify:artist:6xqpdCiMM646Q6nAD5n3vO","The Beach","2017-03-10","https://i.scdn.co/image/ab67616d0000b273b82b8d9073d941dc3ea2d9c8","1","1","261279","https://p.scdn.co/mp3-preview/20172bc96a1036d8a043cf12391a55c10b42acc6?cid=9950ac751e34487dbbe027c4fd7f8e99","true","46","spotify:user:","2022-07-08T10:00:00Z","indie anthem-folk","0.581","0.44","6","-9.565","0","0.0323","0.56","0","0.0931","0.265","74.981","4","","RCA Records Label","P (P) 2017 Sony Music Entertainment UK Limited"
"spotify:track:76uvt4jX5MgSaOa2XahlaC","Can't Help Falling in Love","spotify:artist:601HEblLzICOmtxDLs0XAf","Jessie Kol","spotify:album:3uaM6qXgjvt808QQElryLw","Can't Help Falling in Love","spotify:artist:601HEblLzICOmtxDLs0XAf","Jessie Kol","2016-02-09","https://i.scdn.co/image/ab67616d0000b273d00c2244e6cafb36817b31e5","1","1","178246","https://p.scdn.co/mp3-preview/02c3000f8c2c5caeb1019b8febbd4b37b3c6d59d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","spotify:user:","2022-07-08T10:00:00Z","","0.231","0.0322","11","-22.637","1","0.0409","0.965","0","0.118","0.16","75.601","4","","Jessie Kol Music","C 2016 Jessie Kol Music, P 2016 Jessie Kol Music"
"spotify:track:3zesxb7sOGbeSwUrzLUP0f","Palace","spotify:artist:2wY79sveU1sp5g7SokKOiI","Sam Smith","spotify:album:3TJz2UBNYJtlEly0sPeNrQ","The Thrill Of It All (Special Edition)","spotify:artist:2wY79sveU1sp5g7SokKOiI","Sam Smith","2017-11-03","https://i.scdn.co/image/ab67616d0000b273005cd7d0ae87b081601f6cca","1","9","187156","https://p.scdn.co/mp3-preview/d85dc09b415c2a86ca2d1be15c9fe9e89207e29a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","spotify:user:","2022-07-08T10:00:00Z","dance pop,pop,uk pop","0.345","0.193","6","-10.236","0","0.0328","0.74","0.0000042","0.117","0.268","77.547","4","","Capitol","C © 2017 Universal Music Operations Limited, P A Capitol Records UK release; ℗ 2017 Universal Music Operations Limited"
"spotify:track:4eAjYQi1Pcimj01jVl9DFO","Keeper","spotify:artist:0I0pGHj36QgKwEck9Ijbiy","Furns","spotify:album:6diy4RSh46M4H07eFCSywl","Keeper","spotify:artist:0I0pGHj36QgKwEck9Ijbiy","Furns","2014-07-15","https://i.scdn.co/image/ab67616d0000b2733bddc2c7d494b7feb4fd51fe","1","1","265518","https://p.scdn.co/mp3-preview/cde57215a373ad1752dc03d23949b5dad06b0ebe?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","spotify:user:","2022-07-08T10:00:00Z","danish electropop","0.747","0.479","5","-10.512","0","0.036","0.653","0.0363","0.0894","0.307","84.979","4","","Gateway Music","C 2014 Gateway Music, P 2014 Gateway Music"
"spotify:track:6Txx3Uj0rRXPixi9V1DZek","Eyes on You","spotify:artist:53GC8IrnkJXGO7znOiv4tD","Millie Turner","spotify:album:1iLPhaq2JCR9dDnh9omdRE","Eyes on You","spotify:artist:53GC8IrnkJXGO7znOiv4tD","Millie Turner","2017-10-18","https://i.scdn.co/image/ab67616d0000b273dc4b2063897097569c4bf358","1","1","168080","","false","0","spotify:user:","2022-07-08T10:00:00Z","uk alternative pop,uk pop","0.927","0.585","11","-7.969","0","0.0358","0.414","0.00731","0.0981","0.961","93.995","4","","Millie Turner","C 2017 Millie Turner, P 2017 Millie Turner"
"spotify:track:6nozDLxeL0TE4MS9GqYU1v","I Knew I Loved You","spotify:artist:3NRFinRTEqUCfaTTZmk8ek","Savage Garden","spotify:album:3w69KK7uEA8OsKuW3OeQcC","Affirmation","spotify:artist:3NRFinRTEqUCfaTTZmk8ek","Savage Garden","1999-11-09","https://i.scdn.co/image/ab67616d0000b2735f2acb28c792e4594c0f11e8","1","3","250360","https://p.scdn.co/mp3-preview/d28b10856ff89ef09060be039d6e74125bbddd66?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","spotify:user:","2022-07-08T10:00:00Z","australian pop,boy band,dance pop,europop,pop rock","0.61","0.497","9","-9.88","1","0.0279","0.32","0.0000611","0.0884","0.739","85.031","4","","Columbia","P (P) 1999 Sony Music Entertainment Inc."
"spotify:track:5pyVqlqThcxI7tPDjHIzPh","Climax","spotify:artist:23zg3TcAtWQy7J6upgbUnj","Usher","spotify:album:7eyuQZCLG5tdjWpKZbDE8g","Looking 4 Myself (Expanded Edition)","spotify:artist:23zg3TcAtWQy7J6upgbUnj","Usher","2012-06-12","https://i.scdn.co/image/ab67616d0000b27367904c75eaa75db6b1b2cf6a","1","3","232906","https://p.scdn.co/mp3-preview/19c966209d66d7e004d64911d544ad2f4364de8d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","spotify:user:","2022-07-08T10:00:00Z","atl hip hop,contemporary r&b,dance pop,pop,r&b,south carolina hip hop,urban contemporary","0.647","0.478","8","-8.837","1","0.0782","0.547","0.0000269","0.156","0.333","135.877","4","","RCA Records Label","P (P) 2012 RCA Records, a division of Sony Music Entertainment"
"spotify:track:4HhiuiQftydGvLIIzM8tn5","Heights","spotify:artist:2ZkQAcKkFO60QQybtXDStt","Only Girl","spotify:album:6mfFBO0ksZJTg3mNc4wfjf","Heights","spotify:artist:2ZkQAcKkFO60QQybtXDStt","Only Girl","2017-07-05","https://i.scdn.co/image/ab67616d0000b2730e64d15ef490abb6c47554a8","1","1","226750","https://p.scdn.co/mp3-preview/05debd1352597ef570b3258614e62015e745fac0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","spotify:user:","2022-07-08T10:00:00Z","british soul,uk pop","0.441","0.451","0","-7.915","1","0.299","0.536","0.0069","0.101","0.31","193.934","4","","Only Girl","C 2017 Only Girl, P 2017 Only Girl"
"spotify:track:4U5Hgk4yDeLklzJb8Ypy8Y","Send Nudes","spotify:artist:2dlixKsISNrgfVBQJzg3VJ","Romeyo Wilson","spotify:album:2m2vD5swUKoiHQvNVNcjoV","Send Nudes","spotify:artist:2dlixKsISNrgfVBQJzg3VJ","Romeyo Wilson","2020-03-27","https://i.scdn.co/image/ab67616d0000b273b9e79fc3277698e1311daa9e","1","1","204374","https://p.scdn.co/mp3-preview/69cad5188ba674071ed756ccf8a9ea1d2891b3d5?cid=9950ac751e34487dbbe027c4fd7f8e99","true","31","spotify:user:","2022-07-08T10:00:00Z","","0.515","0.352","11","-11.558","0","0.141","0.249","0","0.116","0.208","125.877","3","","Higher Reign Music Group","C 2020 REIGN Music, a division of Higher Reign Music Group, P 2020 REIGN Music, a division of Higher Reign Music Group"
"spotify:track:6xM8oBy40nK1rOd8WmoOPx","Last Request","spotify:artist:7x5rK9BClDQ8wmCkYAGsQp","Paolo Nutini","spotify:album:6L2FiSnFMisCgbhbag4KTl","These Streets","spotify:artist:7x5rK9BClDQ8wmCkYAGsQp","Paolo Nutini","2007-01-30","https://i.scdn.co/image/ab67616d0000b273280a44b1caee9f2109602c41","1","2","220413","https://p.scdn.co/mp3-preview/349117a3ad37c84e66f93caac1b0a6ae3fc3f3bf?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","spotify:user:","2022-07-08T10:00:00Z","british soul,neo mellow,scottish singer-songwriter","0.605","0.704","5","-6.564","1","0.0476","0.241","0","0.137","0.4","80.925","4","","Atlantic Records","C © 2007 Warner Music UK Ltd, P ℗ 2006 Warner Music UK Ltd"
